First Section Series Number,Second Section Series Number,Last Section Series Number,Section Serial Number,Full Section Designation,Cut from Universal Beams,Cut from Universal Columns,Mass Per Metre (kg/m),Leg Length [h] (mm),Depth of Section [h] (mm),Width of Section [b] (mm),Leg Thickness [t] (mm),Web Thickness [tw] (mm),Flange Thickness [tf] (mm),Root Radius [r1] (mm),Toe Radius [r2] (mm),Depth between Fillets [d] (mm),Ratio for local Buckling [d/t],Ratio for Local Web Buckling [cw/tw] (mm),Ratio for Local Flange Buckling [cf/tf] (mm),Shear Centre from Web Centreline [e0] (cm),Centre of Gravity X-direction (cm),Centre of Gravity y-direction (cm),End Clearance [C] (mm),Dimension for Detailing Notch [N] (mm),Dimension for Detailing Notch [n] (mm),Surface Area per Metre (m2),Surface Area per Tonne (m2),Second Moment of Area yy axis Major [cm4],Second Moment of Area zz axis Minor [cm4],Second Moment of Area uu axis  [cm4],Second Moment of Area vv axis Minor [cm4],Radius of Gyration yy axis Major [cm],Radius of Gyration zz axis Minor [cm],Radius of Gyration uu axis Major [cm],Radius of Gyration vv axis Minor [cm],Elastic Modulus yy axis Major [cm3],Elastic Modulus zz axis Minor [cm3],Elastic Modulus Flange yy axis Major [cm3],Elastic Modulus Toe yy axis Major [cm3],Elastic Modulus Toe zz axis Minor [cm3],Plastic Modulus yy axis Major [cm3],Plastic Modulus zz axis Minor [cm3],Angle Axis yy to Axis uu Tanα,Buckling Parameter (U),Torsional Index (X),Warping Constant (Iw) [dm6],Warping Constant (Iw) [cm6],Torsional Constant (IT) [cm4],Torsional Constant (Wt) [cm3],Equivalent Slenderness Coefficient (ϕa),Equivalent Slenderness Coefficient Min.  (ϕa),Equivalent Slenderness Coefficient Max.  (ϕa),Mono-symmetry Index (ψa),Mono-symmetry Index (ψ),Area of Section [cm2]
50,25,2.0,50 x 25,50 x 25 x 2.0,N/A,N/A,2.15,N/A,50,25,N/A,2.0,2.0,N/A,N/A,N/A,N/A,22.0,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.143,66.5,8.38,2.81,N/A,N/A,1.75,1.01,N/A,N/A,3.35,2.25,N/A,N/A,N/A,4.26,2.62,N/A,N/A,N/A,N/A,N/A,7.06,3.92,N/A,N/A,N/A,N/A,N/A,2.74
50,25,2.5,50 x 25,50 x 25 x 2.5,N/A,N/A,2.62,N/A,50,25,N/A,2.5,2.5,N/A,N/A,N/A,N/A,17.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.141,53.8,9.89,3.28,N/A,N/A,1.72,0.99,N/A,N/A,3.95,2.62,N/A,N/A,N/A,5.11,3.12,N/A,N/A,N/A,N/A,N/A,8.43,4.60,N/A,N/A,N/A,N/A,N/A,3.34
50,25,3.0,50 x 25,50 x 25 x 3.0,N/A,N/A,3.07,N/A,50,25,N/A,3.0,3.0,N/A,N/A,N/A,N/A,13.7,5.33,N/A,N/A,N/A,N/A,N/A,N/A,0.140,45.6,11.2,3.67,N/A,N/A,1.69,0.97,N/A,N/A,4.47,2.93,N/A,N/A,N/A,5.86,3.56,N/A,N/A,N/A,N/A,N/A,9.64,5.18,N/A,N/A,N/A,N/A,N/A,3.91
50,30,2.0,50 x 30,50 x 30 x 2.0,N/A,N/A,2.31,N/A,50,30,N/A,2.0,2.0,N/A,N/A,N/A,N/A,22.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.153,66.2,9.54,4.29,N/A,N/A,1.80,1.21,N/A,N/A,3.81,2.86,N/A,N/A,N/A,4.74,3.33,N/A,N/A,N/A,N/A,N/A,9.77,4.84,N/A,N/A,N/A,N/A,N/A,2.94
50,30,2.5,50 x 30,50 x 30 x 2.5,N/A,N/A,2.82,N/A,50,30,N/A,2.5,2.5,N/A,N/A,N/A,N/A,17.0,9.00,N/A,N/A,N/A,N/A,N/A,N/A,0.151,53.5,11.3,5.05,N/A,N/A,1.77,1.19,N/A,N/A,4.52,3.37,N/A,N/A,N/A,5.70,3.98,N/A,N/A,N/A,N/A,N/A,11.7,5.72,N/A,N/A,N/A,N/A,N/A,3.59
50,30,3.0,50 x 30,50 x 30 x 3.0,N/A,N/A,3.30,N/A,50,30,N/A,3.0,3.0,N/A,N/A,N/A,N/A,13.7,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.150,45.5,12.8,5.70,N/A,N/A,1.75,1.16,N/A,N/A,5.13,3.80,N/A,N/A,N/A,6.57,4.58,N/A,N/A,N/A,N/A,N/A,13.5,6.49,N/A,N/A,N/A,N/A,N/A,4.21
50,30,4.0,50 x 30,50 x 30 x 4.0,N/A,N/A,4.20,N/A,50,30,N/A,4.0,4.0,N/A,N/A,N/A,N/A,9.50,4.50,N/A,N/A,N/A,N/A,N/A,N/A,0.146,34.8,15.3,6.69,N/A,N/A,1.69,1.12,N/A,N/A,6.10,4.46,N/A,N/A,N/A,8.05,5.58,N/A,N/A,N/A,N/A,N/A,16.5,7.71,N/A,N/A,N/A,N/A,N/A,5.35
60,40,2.5,60 x 40,60 x 40 x 2.5,N/A,N/A,3.60,N/A,60,40,N/A,2.5,2.5,N/A,N/A,N/A,N/A,21.0,13.0,N/A,N/A,N/A,N/A,N/A,N/A,0.191,53.1,22.1,11.7,N/A,N/A,2.19,1.60,N/A,N/A,7.36,5.87,N/A,N/A,N/A,9.06,6.84,N/A,N/A,N/A,N/A,N/A,25.1,9.72,N/A,N/A,N/A,N/A,N/A,4.59
60,40,3.0,60 x 40,60 x 40 x 3.0,N/A,N/A,4.25,N/A,60,40,N/A,3.0,3.0,N/A,N/A,N/A,N/A,17.0,10.3,N/A,N/A,N/A,N/A,N/A,N/A,0.190,44.7,25.4,13.4,N/A,N/A,2.17,1.58,N/A,N/A,8.46,6.72,N/A,N/A,N/A,10.5,7.94,N/A,N/A,N/A,N/A,N/A,29.3,11.2,N/A,N/A,N/A,N/A,N/A,5.41
60,40,4.0,60 x 40,60 x 40 x 4.0,N/A,N/A,5.45,N/A,60,40,N/A,4.0,4.0,N/A,N/A,N/A,N/A,12.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.186,34.1,31.0,16.3,N/A,N/A,2.11,1.53,N/A,N/A,10.3,8.14,N/A,N/A,N/A,13.2,9.89,N/A,N/A,N/A,N/A,N/A,36.7,13.7,N/A,N/A,N/A,N/A,N/A,6.95
60,40,5.0,60 x 40,60 x 40 x 5.0,N/A,N/A,6.56,N/A,60,40,N/A,5.0,5.0,N/A,N/A,N/A,N/A,9.00,5.00,N/A,N/A,N/A,N/A,N/A,N/A,0.183,27.9,35.3,18.4,N/A,N/A,2.06,1.48,N/A,N/A,11.8,9.21,N/A,N/A,N/A,15.4,11.5,N/A,N/A,N/A,N/A,N/A,42.8,15.6,N/A,N/A,N/A,N/A,N/A,8.36
70,40,3.0,70 x 40,70 x 40 x 3.0,N/A,N/A,4.72,N/A,70,40,N/A,3.0,3.0,N/A,N/A,N/A,N/A,20.3,10.3,N/A,N/A,N/A,N/A,N/A,N/A,0.210,44.5,37.3,15.5,N/A,N/A,2.49,1.61,N/A,N/A,10.7,7.75,N/A,N/A,N/A,13.4,9.05,N/A,N/A,N/A,N/A,N/A,36.5,13.2,N/A,N/A,N/A,N/A,N/A,6.01
70,40,4.0,70 x 40,70 x 40 x 4.0,N/A,N/A,6.08,N/A,70,40,N/A,4.0,4.0,N/A,N/A,N/A,N/A,14.5,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.206,33.9,46.0,18.9,N/A,N/A,2.44,1.56,N/A,N/A,13.1,9.44,N/A,N/A,N/A,16.8,11.3,N/A,N/A,N/A,N/A,N/A,45.8,16.2,N/A,N/A,N/A,N/A,N/A,7.75
70,40,5.0,70 x 40,70 x 40 x 5.0,N/A,N/A,7.34,N/A,70,40,N/A,5.0,5.0,N/A,N/A,N/A,N/A,11.0,5.00,N/A,N/A,N/A,N/A,N/A,N/A,0.203,27.7,52.9,21.5,N/A,N/A,2.38,1.52,N/A,N/A,15.1,10.8,N/A,N/A,N/A,19.8,13.3,N/A,N/A,N/A,N/A,N/A,53.8,18.7,N/A,N/A,N/A,N/A,N/A,9.36
70,50,3.0,70 x 50,70 x 50 x 3.0,N/A,N/A,5.19,N/A,70,50,N/A,3.0,3.0,N/A,N/A,N/A,N/A,20.3,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.230,44.3,44.1,26.1,N/A,N/A,2.58,1.99,N/A,N/A,12.6,10.4,N/A,N/A,N/A,15.4,12.2,N/A,N/A,N/A,N/A,N/A,53.6,17.1,N/A,N/A,N/A,N/A,N/A,6.61
70,50,4.0,70 x 50,70 x 50 x 4.0,N/A,N/A,6.71,N/A,70,50,N/A,4.0,4.0,N/A,N/A,N/A,N/A,14.5,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.226,33.7,54.7,32.2,N/A,N/A,2.53,1.94,N/A,N/A,15.6,12.9,N/A,N/A,N/A,19.5,15.4,N/A,N/A,N/A,N/A,N/A,68.1,21.2,N/A,N/A,N/A,N/A,N/A,8.55
70,50,5.0,70 x 50,70 x 50 x 5.0,N/A,N/A,8.13,N/A,70,50,N/A,5.0,5.0,N/A,N/A,N/A,N/A,11.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.223,27.4,63.5,37.2,N/A,N/A,2.48,1.90,N/A,N/A,18.1,14.9,N/A,N/A,N/A,23.1,18.2,N/A,N/A,N/A,N/A,N/A,80.8,24.6,N/A,N/A,N/A,N/A,N/A,10.4
80,40,3.0,80 x 40,80 x 40 x 3.0,N/A,N/A,5.19,N/A,80,40,N/A,3.0,3.0,N/A,N/A,N/A,N/A,23.7,10.3,N/A,N/A,N/A,N/A,N/A,N/A,0.230,44.3,52.3,17.6,N/A,N/A,2.81,1.63,N/A,N/A,13.1,8.78,N/A,N/A,N/A,16.5,10.2,N/A,N/A,N/A,N/A,N/A,43.9,15.3,N/A,N/A,N/A,N/A,N/A,6.61
80,40,4.0,80 x 40,80 x 40 x 4.0,N/A,N/A,6.71,N/A,80,40,N/A,4.0,4.0,N/A,N/A,N/A,N/A,17.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.226,33.7,64.8,21.5,N/A,N/A,2.75,1.59,N/A,N/A,16.2,10.7,N/A,N/A,N/A,20.9,12.8,N/A,N/A,N/A,N/A,N/A,55.2,18.8,N/A,N/A,N/A,N/A,N/A,8.55
80,40,5.0,80 x 40,80 x 40 x 5.0,N/A,N/A,8.13,N/A,80,40,N/A,5.0,5.0,N/A,N/A,N/A,N/A,13.0,5.00,N/A,N/A,N/A,N/A,N/A,N/A,0.223,27.4,75.1,24.6,N/A,N/A,2.69,1.54,N/A,N/A,18.8,12.3,N/A,N/A,N/A,24.7,15.0,N/A,N/A,N/A,N/A,N/A,65.0,21.7,N/A,N/A,N/A,N/A,N/A,10.4
80,50,3.0,80 x 50,80 x 50 x 3.0,N/A,N/A,5.66,N/A,80,50,N/A,3.0,3.0,N/A,N/A,N/A,N/A,23.7,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.250,44.2,61.1,29.4,N/A,N/A,2.91,2.02,N/A,N/A,15.3,11.8,N/A,N/A,N/A,18.8,13.6,N/A,N/A,N/A,N/A,N/A,65.0,19.7,N/A,N/A,N/A,N/A,N/A,7.21
80,50,4.0,80 x 50,80 x 50 x 4.0,N/A,N/A,7.34,N/A,80,50,N/A,4.0,4.0,N/A,N/A,N/A,N/A,17.0,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.246,33.5,76.4,36.5,N/A,N/A,2.86,1.98,N/A,N/A,19.1,14.6,N/A,N/A,N/A,24.0,17.2,N/A,N/A,N/A,N/A,N/A,82.7,24.6,N/A,N/A,N/A,N/A,N/A,9.35
80,50,5.0,80 x 50,80 x 50 x 5.0,N/A,N/A,8.91,N/A,80,50,N/A,5.0,5.0,N/A,N/A,N/A,N/A,13.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.243,27.3,89.2,42.3,N/A,N/A,2.80,1.93,N/A,N/A,22.3,16.9,N/A,N/A,N/A,28.5,20.5,N/A,N/A,N/A,N/A,N/A,98.4,28.7,N/A,N/A,N/A,N/A,N/A,11.4
80,60,3.0,80 x 60,80 x 60 x 3.0,N/A,N/A,6.13,N/A,80,60,N/A,3.0,3.0,N/A,N/A,N/A,N/A,23.7,17.0,N/A,N/A,N/A,N/A,N/A,N/A,0.270,44.0,70.0,44.9,N/A,N/A,3.00,2.40,N/A,N/A,17.5,15.0,N/A,N/A,N/A,21.2,17.4,N/A,N/A,N/A,N/A,N/A,88.3,24.1,N/A,N/A,N/A,N/A,N/A,7.81
80,60,3.5,80 x 60,80 x 60 x 3.5,N/A,N/A,7.06,N/A,80,60,N/A,3.5,3.5,N/A,N/A,N/A,N/A,19.9,14.1,N/A,N/A,N/A,N/A,N/A,N/A,0.268,38.0,79.3,50.7,N/A,N/A,2.97,2.37,N/A,N/A,19.8,16.9,N/A,N/A,N/A,24.1,19.8,N/A,N/A,N/A,N/A,N/A,101,27.3,N/A,N/A,N/A,N/A,N/A,8.99
80,60,4.0,80 x 60,80 x 60 x 4.0,N/A,N/A,7.97,N/A,80,60,N/A,4.0,4.0,N/A,N/A,N/A,N/A,17.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.266,33.4,87.9,56.1,N/A,N/A,2.94,2.35,N/A,N/A,22.0,18.7,N/A,N/A,N/A,27.0,22.1,N/A,N/A,N/A,N/A,N/A,113,30.3,N/A,N/A,N/A,N/A,N/A,10.1
80,60,5.0,80 x 60,80 x 60 x 5.0,N/A,N/A,9.70,N/A,80,60,N/A,5.0,5.0,N/A,N/A,N/A,N/A,13.0,9.00,N/A,N/A,N/A,N/A,N/A,N/A,0.263,27.1,103,65.7,N/A,N/A,2.89,2.31,N/A,N/A,25.8,21.9,N/A,N/A,N/A,32.2,26.4,N/A,N/A,N/A,N/A,N/A,136,35.7,N/A,N/A,N/A,N/A,N/A,12.4
90,50,3.0,90 x 50,90 x 50 x 3.0,N/A,N/A,6.13,N/A,90,50,N/A,3.0,3.0,N/A,N/A,N/A,N/A,27.0,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.270,44.0,81.9,32.7,N/A,N/A,3.24,2.05,N/A,N/A,18.2,13.1,N/A,N/A,N/A,22.6,15.0,N/A,N/A,N/A,N/A,N/A,76.7,22.4,N/A,N/A,N/A,N/A,N/A,7.81
90,50,4.0,90 x 50,90 x 50 x 4.0,N/A,N/A,7.97,N/A,90,50,N/A,4.0,4.0,N/A,N/A,N/A,N/A,19.5,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.266,33.4,103,40.7,N/A,N/A,3.18,2.00,N/A,N/A,22.8,16.3,N/A,N/A,N/A,28.8,19.1,N/A,N/A,N/A,N/A,N/A,97.7,28.0,N/A,N/A,N/A,N/A,N/A,10.1
90,50,5.0,90 x 50,90 x 50 x 5.0,N/A,N/A,9.70,N/A,90,50,N/A,5.0,5.0,N/A,N/A,N/A,N/A,15.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.263,27.1,121,47.4,N/A,N/A,3.12,1.96,N/A,N/A,26.8,18.9,N/A,N/A,N/A,34.4,22.7,N/A,N/A,N/A,N/A,N/A,116,32.7,N/A,N/A,N/A,N/A,N/A,12.4
100,40,3.0,100 x 40,100 x 40 x 3.0,N/A,N/A,6.13,N/A,100,40,N/A,3.0,3.0,N/A,N/A,N/A,N/A,30.3,10.3,N/A,N/A,N/A,N/A,N/A,N/A,0.270,44.0,92.3,21.7,N/A,N/A,3.44,1.67,N/A,N/A,18.5,10.8,N/A,N/A,N/A,23.7,12.4,N/A,N/A,N/A,N/A,N/A,59.0,19.4,N/A,N/A,N/A,N/A,N/A,7.81
100,40,4.0,100 x 40,100 x 40 x 4.0,N/A,N/A,7.97,N/A,100,40,N/A,4.0,4.0,N/A,N/A,N/A,N/A,22.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.266,33.4,116,26.7,N/A,N/A,3.38,1.62,N/A,N/A,23.1,13.3,N/A,N/A,N/A,30.3,15.7,N/A,N/A,N/A,N/A,N/A,74.5,24.0,N/A,N/A,N/A,N/A,N/A,10.1
100,40,5.0,100 x 40,100 x 40 x 5.0,N/A,N/A,9.70,N/A,100,40,N/A,5.0,5.0,N/A,N/A,N/A,N/A,17.0,5.00,N/A,N/A,N/A,N/A,N/A,N/A,0.263,27.1,136,30.8,N/A,N/A,3.31,1.58,N/A,N/A,27.1,15.4,N/A,N/A,N/A,36.1,18.5,N/A,N/A,N/A,N/A,N/A,87.9,27.9,N/A,N/A,N/A,N/A,N/A,12.4
100,50,3.0,100 x 50,100 x 50 x 3.0,N/A,N/A,6.60,N/A,100,50,N/A,3.0,3.0,N/A,N/A,N/A,N/A,30.3,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.290,43.9,106,36.1,N/A,N/A,3.56,2.07,N/A,N/A,21.3,14.4,N/A,N/A,N/A,26.7,16.4,N/A,N/A,N/A,N/A,N/A,88.6,25.0,N/A,N/A,N/A,N/A,N/A,8.41
100,50,4.0,100 x 50,100 x 50 x 4.0,N/A,N/A,8.59,N/A,100,50,N/A,4.0,4.0,N/A,N/A,N/A,N/A,22.0,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.286,33.3,134,44.9,N/A,N/A,3.50,2.03,N/A,N/A,26.8,18.0,N/A,N/A,N/A,34.1,20.9,N/A,N/A,N/A,N/A,N/A,113,31.3,N/A,N/A,N/A,N/A,N/A,10.9
100,50,5.0,100 x 50,100 x 50 x 5.0,N/A,N/A,10.5,N/A,100,50,N/A,5.0,5.0,N/A,N/A,N/A,N/A,17.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.283,27.0,158,52.5,N/A,N/A,3.44,1.98,N/A,N/A,31.6,21.0,N/A,N/A,N/A,40.8,25.0,N/A,N/A,N/A,N/A,N/A,135,36.8,N/A,N/A,N/A,N/A,N/A,13.4
